"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00213455","HALLOCK, MN US","1953-09",,"0","0","33","0","0.0","0.69","85","306","1.98","0.0","56.0","69.2","42.7"
"USC00213455","HALLOCK, MN US","1953-10",,"0","0","20","0","0.0","0.53","85","737","0.99","0.0","51.4","64.5","38.4"
"USC00213455","HALLOCK, MN US","1953-11",,,"1","8",,"4.0","0.30","65","1653","0.30","4.1","33.3","42.7","23.9"
"USC00213455","HALLOCK, MN US","1953-12",,"30","4","-22","7","4.0","0.21","39","3222","0.46","10.4","12.7","22.9","2.5"
"USC00213455","HALLOCK, MN US","1954-01","0","31","8","-40","18","4.0","0.36","27","5425","1.57","20.4","-6.1","5.1","-17.3"
"USC00213455","HALLOCK, MN US","1954-02","0","28","2","-18","14","2.0","0.13","42","6584","0.20","3.5","23.6","33.8","13.4"
"USC00213455","HALLOCK, MN US","1954-03","0","30","2","-9","11","3.0","0.24","46","7907","0.33","4.1","22.3","32.1","12.6"
"USC00213455","HALLOCK, MN US","1954-04","0",,"0","-4",,"0.0","0.78","71","8707","2.27","0.0","38.3","50.3","26.3"
"USC00213455","HALLOCK, MN US","1954-05","0","0","1","25","0","1.5","1.45","81","9177","3.45","1.5","49.8","62.6","37.1"
"USC00213455","HALLOCK, MN US","1954-06","75","0","0","34","0","0.0","0.62","90","9289","2.91","0.0","63.8","75.4","52.2"
"USC00213455","HALLOCK, MN US","1954-07","247","0","0","44","0","0.0","0.55","96","28","1.87","0.0","69.9","83.7","56.0"
"USC00213455","HALLOCK, MN US","1954-08","298","0","0","39","0","0.0","2.30","87","87","5.36","0.0","64.7","77.3","52.2"
"USC00213455","HALLOCK, MN US","1954-09","310","0","0","31","0","0.0","1.43","83","398","3.92","0.0","54.6","65.9","43.3"
"USC00213455","HALLOCK, MN US","1954-10","310","0","1","20","0","1.5","0.35","74","1053","0.66","1.5","43.8","55.5","32.3"
"USC00213455","HALLOCK, MN US","1954-11","310","5","0","6","4","0.0","0.30","58","2033","0.90","0.0","32.3","41.5","23.2"
"USC00213455","HALLOCK, MN US","1954-12","310","31","1","-15","6","3.5","0.22","41","3382","0.22","3.5","18.2","27.0","9.5"
"USC00213455","HALLOCK, MN US","1955-01","0","31","5","-25","10","4.0","0.35","25","5277","1.12","14.1","3.9","14.1","-6.4"
"USC00213455","HALLOCK, MN US","1955-02","0","27","7","-34","25","8.0","0.74","37","6952","1.27","19.5","3.3","15.4","-8.9"
"USC00213455","HALLOCK, MN US","1955-03","0","30","6","-22","34","5.0","0.35","49","8561","1.04","16.0","11.3","23.0","-0.3"
"USC00213455","HALLOCK, MN US","1955-04","2",,"0","26",,"0.0","1.62","80","9052","2.72","0.0","48.7","61.1","36.4"
"USC00213455","HALLOCK, MN US","1955-05","47","0","0","19","0","0.0","1.17","92","9287","3.66","0.0","58.5","71.7","45.4"
"USC00213455","HALLOCK, MN US","1955-06","129","0","0","41","0","0.0","1.50","89","9362","4.50","0.0","65.3","77.0","53.5"
"USC00213455","HALLOCK, MN US","1955-07","343","0","0","44","0","0.0","3.02","99","10","6.04","0.0","72.3","84.9","59.8"
"USC00213455","HALLOCK, MN US","1955-08","562","0","0","42","0","0.0","0.68","95","19","1.39","0.0","72.3","86.1","58.5"
"USC00213455","HALLOCK, MN US","1955-09","588","0","0","27","0","0.0","1.88","93","310","4.66","0.0","56.2","69.4","42.9"
"USC00213455","HALLOCK, MN US","1955-10","590","1","1","14","6","5.5","0.40","85","863","0.76","5.5","46.1","58.7","33.5"
"USC00213455","HALLOCK, MN US","1955-11","590","27","13","-16","17","7.0","0.48","45","2256","2.02","31.0","17.1","24.8","9.5"
"USC00213455","HALLOCK, MN US","1955-12","590","31","3","-32","18","2.5","0.24","34","4226","0.46","6.3","1.5","10.8","-7.9"
"USC00213455","HALLOCK, MN US","1956-01","0","31","5","-26","36","8.5","0.53","30","6104","1.50","25.5","4.4","13.9","-5.1"
"USC00213455","HALLOCK, MN US","1956-02","0","29","5","-29","39","3.0","0.24","37","7906","0.65","10.5","2.9","15.0","-9.2"
"USC00213455","HALLOCK, MN US","1956-03","0","31","5","-26","43","12.0","1.18","45","9402","1.72","21.0","15.4","26.2","4.7"
"USC00213455","HALLOCK, MN US","1956-04","0","22","1","13","40","1.5","0.09","57","10366","0.10","1.5","32.9","42.1","23.7"
"USC00213455","HALLOCK, MN US","1956-05","0","0","0","28","0","0.0","0.87","85","10785","2.74","0.0","51.5","65.0","37.9"
"USC00213455","HALLOCK, MN US","1956-06","153","0","0","34","0","0.0","1.30","96","10815","3.11","0.0","69.1","82.2","56.0"
"USC00213455","HALLOCK, MN US","1956-07","214","0","0","41","0","0.0","2.27","86","39","5.72","0.0","65.7","78.7","52.7"
"USC00213455","HALLOCK, MN US","1956-08","276","0","0","39","0","0.0","5.36","90","84","6.59","0.0","65.6","79.6","51.7"
"USC00213455","HALLOCK, MN US","1956-09","280","0","0","26","0","0.0","0.27","86","460","0.29","0.0","52.6","65.6","39.6"
"USC00213455","HALLOCK, MN US","1956-10","283","0","0","16","0","0.0","1.10","81","971","1.72","0.0","48.6","61.7","35.6"
"USC00213455","HALLOCK, MN US","1956-11","283","5","1","-4","2","1.0","0.93","58","2059","1.48","1.3","28.7","38.1","19.3"
"USC00213455","HALLOCK, MN US","1956-12","283","25","6","-27","9","3.0","0.45","44","3619","1.09","13.0","11.1","21.3","0.9"
"USC00213455","HALLOCK, MN US","1957-01","0","31","3","-34","7","1.5","0.11","31","5674","0.38","5.8","-1.3","11.2","-13.8"
"USC00213455","HALLOCK, MN US","1957-02","0","28","2","-23","7","2.0","0.17","45","7216","0.30","4.0","9.9","21.7","-1.9"
"USC00213455","HALLOCK, MN US","1957-03","0","19","2","-11","4","1.5","0.23","58","8404","0.43","2.5","25.1","35.9","14.3"
"USC00213455","HALLOCK, MN US","1957-04","0","0","0","9","0","0.0","0.57","85","9124","1.62","0.0","41.0","52.1","29.9"
"USC00213455","HALLOCK, MN US","1957-05","5","0","0","28","0","0.0","1.40","85","9414","3.09","0.0","55.8","70.9","40.7"
"USC00213455","HALLOCK, MN US","1957-06","5","0","0","35","0","0.0","0.93","79","9568","5.02","0.0","59.9","72.2","47.5"
"USC00213455","HALLOCK, MN US","1957-07","227","0","0","49","0","0.0","1.45","94","2","3.06","0.0","72.6","86.8","58.3"
"USC00213455","HALLOCK, MN US","1957-08","339","0","0","41","0","0.0","1.14","91","58","3.74","0.0","66.8","79.6","53.9"
"USC00213455","HALLOCK, MN US","1957-09","349","0","0","24","0","0.0","4.39","82","393","6.00","0.0","54.2","65.7","42.6"
"USC00213455","HALLOCK, MN US","1957-10","350","0","0","15","0","0.0","0.52","82","1008","1.28","0.0","45.2","55.5","34.9"
"USC00213455","HALLOCK, MN US","1957-11","350","7","3","-5","2","2.3","0.23","51","2164","0.60","4.3","26.5","34.9","18.1"
"USC00213455","HALLOCK, MN US","1957-12","350","3","0","-21","1","0.5","0.02","48","3601","0.02","0.5","17.2","27.5","6.9"
"USC00213455","HALLOCK, MN US","1958-01","0","17","1","-20","1","1.2","0.07","48","5111","0.11","1.7","12.6","23.5","1.7"
"USC00213455","HALLOCK, MN US","1958-02","0","21","1","-28","2","1.0","0.06","61","6685","0.08","1.8","7.3","17.6","-3.0"
"USC00213455","HALLOCK, MN US","1958-03","0","9","2","4","2","1.0","0.03","59","7840","0.08","2.7","27.7","37.7","17.7"
"USC00213455","HALLOCK, MN US","1958-04","0","1","0","5","1","0.8","0.50","82","8358","1.20","1.3","44.1","57.4","30.7"
"USC00213455","HALLOCK, MN US","1958-05","13","0","0","19","0","0.0","0.40","88","8697","0.88","0.0","54.0","70.3","37.7"
"USC00213455","HALLOCK, MN US","1958-06","36","0","0","30","0","0.0","0.32","91","8946","1.76","0.0","57.5","72.1","42.9"
"USC00213455","HALLOCK, MN US","1958-07","109","0","0","44","0","0.0","1.11","94","79","4.56","0.0","64.8","76.6","53.0"
"USC00213455","HALLOCK, MN US","1958-08","188","0","0","36","0","0.0","0.11","98","181","0.35","0.0","64.3","79.6","48.9"
"USC00213455","HALLOCK, MN US","1958-09","193","0","0","32","0","0.0","0.45","85","460","0.82","0.0","55.9","69.4","42.4"
"USC00213455","HALLOCK, MN US","1958-10","193","0","0","22","0","0.0","0.35","75","1083","0.81","0.0","44.9","57.1","32.7"
"USC00213455","HALLOCK, MN US","1958-11","193","14","6","-24","19","5.5","0.76","66","2296","2.02","21.5","24.6","35.8","13.4"
"USC00213455","HALLOCK, MN US","1958-12","193","31","2","-27","19","4.5","0.26","38","4185","0.74","10.0","2.1","12.2","-8.0"
"USC00213455","HALLOCK, MN US","1959-01","0","31","0","-31","10","0.5","0.05","30","6214","0.09","1.3","-4.8","6.4","-16.0"
"USC00213455","HALLOCK, MN US","1959-02","0","28","2","-36","13","4.5","0.46","36","8092","0.51","5.5","-2.1","10.7","-14.9"
"USC00213455","HALLOCK, MN US","1959-03","0","30","0","-14","7","0.0","0.00","53","9430","0.00","0.0","21.8","33.3","10.3"
"USC00213455","HALLOCK, MN US","1959-04",,"1","0","17","1","0.5","0.07","75",,"0.12","1.0","38.4","49.5","27.2"
"USC00213455","HALLOCK, MN US","1959-05",,"0","0","27","0","0.0","1.02","86",,"4.40","0.0","51.4","63.8","39.0"
"USC00213455","HALLOCK, MN US","1959-06",,"0","0","36","0","0.0","0.45","98",,"1.72","0.0","64.7","78.2","51.1"
"USC00213455","HALLOCK, MN US","1959-07",,"0","0","40","0","0.0","1.03","98","33","3.28","0.0","68.7","82.8","54.5"
"USC00213455","HALLOCK, MN US","1959-08",,"0","0","43","0","0.0","1.23","93","59","4.29","0.0","68.1","82.1","54.2"
"USC00213455","HALLOCK, MN US","1959-09",,"0","0","22","0","0.0","0.58","85","382","1.88","0.0","54.5","67.2","41.8"
"USC00213455","HALLOCK, MN US","1959-10",,"9","2","5","6","6.0","1.23","71","1284","3.05","9.5","35.9","44.9","26.9"
"USC00213455","HALLOCK, MN US","1959-11",,"15","2","-14","4","3.0","0.16","45","2753","0.45","5.0","16.0","25.8","6.2"
"USC00213455","HALLOCK, MN US","1959-12",,"25","0","-4","2","0.0","0.37","44","4143","0.37","0.0","20.2","29.7","10.6"
"USC00213455","HALLOCK, MN US","1960-01","0","30","2","-25","3","1.0","0.11","33","6048","0.29","2.5","3.6","14.0","-6.9"
"USC00213455","HALLOCK, MN US","1960-02","0","29","2","-24","6","2.5","0.22","38","7731","0.40","5.0","7.0","19.1","-5.1"
"USC00213455","HALLOCK, MN US","1960-03","0","31","2","-24","5","2.0","0.16","44","9379","0.46","4.3","11.8","24.3","-0.6"
"USC00213455","HALLOCK, MN US","1960-04","0","8","3","8","8","8.0","1.30","69","10201","2.57","15.0","37.6","47.6","27.6"
"USC00213455","HALLOCK, MN US","1960-05","7","0","0","20","0","0.0","0.83","86","10588","2.15","0.0","52.7","68.0","37.5"
"USC00213455","HALLOCK, MN US","1960-06","37","0","0","36","0","0.0","1.23","89","10736","2.99","0.0","60.8","74.9","46.7"
"USC00213455","HALLOCK, MN US","1960-07","213","0","0","40","0","0.0","0.43","94","50","0.77","0.0","69.0","82.6","55.5"
"USC00213455","HALLOCK, MN US","1960-08","391","0","0","42","0","0.0","1.12","94","77","3.55","0.0","69.9","83.0","56.7"
"USC00213455","HALLOCK, MN US","1960-09","437","0","0","29","0","0.0","0.20","93","299","0.67","0.0","59.1","72.7","45.6"
"USC00213455","HALLOCK, MN US","1960-10","437","0","0","21","0","0.0","1.13","81","888","2.14","0.0","46.0","57.0","35.1"
"USC00213455","HALLOCK, MN US","1960-11","437",,,"-5",,,"0.31","49","2008","0.59",,"27.6","34.7","20.6"
"USC00213455","HALLOCK, MN US","1960-12","437",,,"-24",,,"0.79","35","3836","1.19",,"6.1","16.5","-4.4"
"USC00213455","HALLOCK, MN US","1961-01","0",,,"-31",,,"0.21","40","5810","0.30",,"1.3","11.1","-8.5"
"USC00213455","HALLOCK, MN US","1961-02","0",,,"-28",,,"0.24","35","7229","0.44",,"12.3","21.9","2.6"
"USC00213455","HALLOCK, MN US","1961-03","0",,,"2",,,"0.00","58","8382","0.00",,"27.8","37.1","18.5"
"USC00213455","HALLOCK, MN US","1961-04","0",,,"8",,,"0.43","69","9269","0.76",,"35.4","45.7","25.1"
"USC00213455","HALLOCK, MN US","1961-05","18","0","0","21","0","0.0","0.24","89","9678","0.57","0.0","52.0","66.2","37.7"
"USC00213455","HALLOCK, MN US","1961-06","155","0","0","40","0","0.0","0.48","102","9733","0.67","0.0","67.7","84.1","51.4"
"USC00213455","HALLOCK, MN US","1961-07","286","0","0","44","0","0.0","0.87","95","24","3.09","0.0","68.4","80.5","56.4"
"USC00213455","HALLOCK, MN US","1961-08","506","0","0","43","0","0.0","0.43","98","34","0.61","0.0","71.7","86.9","56.5"
"USC00213455","HALLOCK, MN US","1961-09","533","0","0","23","0","0.0","0.87","90","335","3.51","0.0","54.8","66.3","43.3"
"USC00213455","HALLOCK, MN US","1961-10","533","0","0","18","0","0.0","1.53","84","976","1.66","0.0","43.6","54.7","32.5"
"USC00213455","HALLOCK, MN US","1961-11",,,,,,,"0.03","57",,"0.03",,,"37.2",
"USC00213455","HALLOCK, MN US","1961-12",,,,"-19",,,"0.36","34",,"0.93",,"4.5","12.8","-3.9"
"USC00213455","HALLOCK, MN US","1962-01","0",,,"-34",,,"0.35","39",,"1.44",,"-1.6","8.5","-11.5"
"USC00213455","HALLOCK, MN US","1962-02","0",,,"-39",,,"0.50","39",,"1.58",,"0.3","11.4","-10.9"
"USC00213455","HALLOCK, MN US","1962-03","0",,,"-31",,,"0.90","44",,"2.81",,"19.2","28.5","9.9"
"USC00213455","HALLOCK, MN US","1962-04","0",,,"0",,,"0.33","79",,"0.69",,"33.9","44.1","23.7"
"USC00213455","HALLOCK, MN US","1962-05","0","0","0","27","0","0.0","1.47","79",,"6.17","0.0","53.4","63.7","43.2"
"USC00213455","HALLOCK, MN US","1962-06","84","0","0","40","0","0.0","0.95","92",,"2.19","0.0","64.8","75.0","54.6"
"USC00213455","HALLOCK, MN US","1962-07","159","0","0","40","0","0.0","0.91","85","32","2.42","0.0","66.4","77.8","55.0"
"USC00213455","HALLOCK, MN US","1962-12",,,,"-19",,,"0.27","48",,"0.45",,"11.4","21.0","1.8"
"USC00213455","HALLOCK, MN US","1963-01","0",,,"-32",,,"0.12","38",,"0.12",,"-3.5","5.6","-12.7"
"USC00213455","HALLOCK, MN US","1963-02","0",,,"-23",,,"0.10","41",,"0.34",,"4.9","15.5","-5.8"
"USC00213455","HALLOCK, MN US","1963-03","0",,,"-10",,,"0.11","66",,"0.25",,"25.1","37.2","12.9"
"USC00213455","HALLOCK, MN US","1963-04","0","0","0","15","0","0.0","0.30","77",,"1.20","0.0","41.5","52.8","30.1"
"USC00213455","HALLOCK, MN US","1963-05","7","0","0","25","0","0.0","1.33","86",,"3.67","0.0","50.8","62.5","39.2"
"USC00213455","HALLOCK, MN US","1963-06","151","0","0","42","0","0.0","0.92","89",,"3.54","0.0","67.8","77.8","57.7"
"USC00213455","HALLOCK, MN US","1963-07","371","0","0","47","0","0.0","2.08","93","13","4.01","0.0","71.9","83.7","60.0"
"USC00213455","HALLOCK, MN US","1963-08","512","0","0","42","0","0.0","0.18","91","49","0.54","0.0","68.4","80.9","55.9"
"USC00213455","HALLOCK, MN US","1963-09","548","0","0","35","0","0.0","0.32","89","235","0.75","0.0","59.9","72.6","47.2"
"USC00213455","HALLOCK, MN US","1963-10","555","0","0","25","0","0.0","0.25","83","527","0.34","0.0","55.8","69.6","42.0"
"USC00213455","HALLOCK, MN US","1963-11","555","0","0","-1","0","0.0","0.21","59","1548","0.44","0.0","31.0","41.2","20.7"
"USC00213455","HALLOCK, MN US","1963-12","555",,"0","-33",,"0.0","0.35","40","3494","0.80","0.0","2.2","11.1","-6.6"
"USC00213455","HALLOCK, MN US","1964-01","0",,"1","-29",,"3.0","0.14","39","5265","0.29","3.0","7.9","18.1","-2.4"
"USC00213455","HALLOCK, MN US","1964-02","0",,"1","-23",,"6.0","0.18","37","6853","0.40","6.0","10.2","21.9","-1.5"
"USC00213455","HALLOCK, MN US","1964-03","0",,,"-17",,,"0.83","47","8317","1.09",,"14.2","25.5","2.9"
"USC00213455","HALLOCK, MN US","1964-04","0",,,"21",,,"0.98","75","8987","2.26",,"41.5","50.0","33.0"
"USC00213455","HALLOCK, MN US","1964-06",,"0","0","24","0","0.0","1.61","92",,"5.75","0.0","60.8","71.5","50.0"
"USC00213455","HALLOCK, MN US","1964-07",,"0","0","46","0","0.0","0.57","97","6","1.05","0.0","71.4","83.2","59.6"
"USC00213455","HALLOCK, MN US","1964-08",,"0","0","35","0","0.0","0.82","97","154","2.04","0.0","62.2","74.5","49.8"
"USC00213455","HALLOCK, MN US","1964-09",,"0","0","26","0","0.0","0.87","83","514","3.13","0.0","53.4","65.1","41.7"
"USC00213455","HALLOCK, MN US","1964-10",,"0","0","22","0","0.0","0.34","78","1169","0.64","0.0","43.9","55.1","32.6"
"USC00213455","HALLOCK, MN US","1964-11",,"1","0","-19","5","0.0","0.32","59","2303","0.43","5.0","27.2","35.9","18.6"
"USC00213455","HALLOCK, MN US","1964-12",,,,"-28",,,"0.16","28","4292","0.62",,"0.8","8.7","-7.1"
"USC00213455","HALLOCK, MN US","1965-01","0",,,"-31",,,"0.18","30","6454","0.37",,"-4.8","5.2","-14.7"
"USC00213455","HALLOCK, MN US","1965-02","0",,,"-25",,,"0.12","40","8179","0.27",,"1.0","11.1","-9.1"
"USC00213455","HALLOCK, MN US","1965-03","0",,,"-15",,,"0.25","37","9850","0.62",,"11.1","21.2","1.0"
"USC00213455","HALLOCK, MN US","1965-04","0",,,"23",,,"0.69","75","10621","2.33",,"39.3","46.5","32.1"
"USC00213455","HALLOCK, MN US","1965-05","6","0","0","28","0","0.0","0.79","87","11018","3.44","0.0","52.4","63.5","41.3"
"USC00213455","HALLOCK, MN US","1965-06","56","0","0","41","0","0.0","1.71","87","11122","3.69","0.0","63.2","74.6","51.8"
"USC00213455","HALLOCK, MN US","1965-07","124","0","0","42","0","0.0","0.88","88","41","3.28","0.0","65.9","77.1","54.6"
"USC00213455","HALLOCK, MN US","1965-08","230","0","0","33","0","0.0","0.44","97","142","1.03","0.0","65.2","78.3","52.1"
"USC00213455","HALLOCK, MN US","1965-09","230","0","0","20","0","0.0","1.86","71","647","5.40","0.0","47.6","55.9","39.2"
"USC00213455","HALLOCK, MN US","1965-10","230","0","0","23","0","0.0","0.68","74","1233","1.46","0.0","46.1","57.1","35.0"
"USC00213455","HALLOCK, MN US","1965-11","230",,,"-4",,,"0.35","65","2540","1.30",,"21.5","30.8","12.1"
"USC00213455","HALLOCK, MN US","1965-12","230",,,"-19",,,"0.32","40","4066","0.58",,"15.8","23.9","7.6"
"USC00213455","HALLOCK, MN US","1966-01","0",,,"-42",,,"0.09","16","6224","0.38",,"-13.1","-2.6","-23.6"
"USC00213455","HALLOCK, MN US","1966-02","0",,,"-45",,,"0.14","35","7892","0.39",,"-0.3","12.3","-12.9"
"USC00213455","HALLOCK, MN US","1966-03","0",,"1","-16",,"2.0","0.13","49","9166","1.56","2.0","23.9","32.6","15.2"
"USC00213455","HALLOCK, MN US","1966-04","0",,"2","20",,"7.0","1.58","64","10002","2.35","8.3","36.3","43.9","28.7"
"USC00213455","HALLOCK, MN US","1966-05","8","0","0","19","0","0.0","0.81","87","10520","2.32","0.0","48.5","59.4","37.7"
"USC00213455","HALLOCK, MN US","1966-06","121","0","0","39","0","0.0","1.40","91","10638","2.81","0.0","64.8","75.9","53.8"
"USC00213455","HALLOCK, MN US","1966-07","304","0","0","50","0","0.0","1.59","91","1","3.30","0.0","71.1","82.1","60.0"
"USC00213455","HALLOCK, MN US","1966-08","387","0","0","47","0","0.0","1.47","90","71","2.90","0.0","65.6","77.2","54.0"
"USC00213455","HALLOCK, MN US","1966-09","418","0","0","30","0","0.0","0.95","89","299","1.30","0.0","58.4","72.1","44.7"
"USC00213455","HALLOCK, MN US","1966-10","418","0","0","16","0","0.0","0.37","78","1026","0.91","0.0","41.6","53.5","29.7"
"USC00213455","HALLOCK, MN US","1966-11","418",,,"-5",,,"0.15","40","2370","0.32",,"18.7","27.7","9.7"
"USC00213455","HALLOCK, MN US","1966-12","418",,,"-25",,,"0.71","37","4247","1.45",,"4.4","14.1","-5.3"
"USC00213455","HALLOCK, MN US","1967-01","0",,,"-30",,,"0.41","34","6172","1.19",,"2.9","12.7","-6.9"
"USC00213455","HALLOCK, MN US","1967-02","0",,,"-34",,,"0.10","37","8123","0.37",,"-4.7","7.2","-16.7"
"USC00213455","HALLOCK, MN US","1967-03","0",,,"-22",,,"0.18","71","9557","0.35",,"18.8","29.8","7.7"
"USC00213455","HALLOCK, MN US","1967-04","0",,,"3",,,"0.71","64","10443","2.56",,"35.5","44.1","26.8"
"USC00213455","HALLOCK, MN US","1967-05","10","0","0","13","0","0.0","0.38","86","10999","1.06","0.0","47.4","58.7","36.1"
"USC00213455","HALLOCK, MN US","1967-06","39","0","0","35","0","0.0","0.93","88","11105","2.19","0.0","62.4","74.2","50.6"
"USC00213455","HALLOCK, MN US","1967-07","165","0","0","40","0","0.0","0.99","94","53","1.65","0.0","67.4","80.5","54.3"
"USC00213455","HALLOCK, MN US","1967-08","270","0","0","39","0","0.0","0.26","94","153","0.74","0.0","65.4","80.1","50.6"
"USC00213455","HALLOCK, MN US","1967-09","308","0","0","23","0","0.0","0.28","87","324","0.56","0.0","60.6","73.2","47.9"
"USC00213455","HALLOCK, MN US","1967-10","308",,,"15",,,"0.37","79","1060","1.12",,"41.3","51.9","30.6"
"USC00213455","HALLOCK, MN US","1967-11","308",,,"-4",,,"0.21","58","2214","0.44",,"26.5","34.0","19.0"
"USC00213455","HALLOCK, MN US","1967-12","308",,,"-43",,,"0.30","46","3847","0.80",,"12.3","20.6","4.0"
"USC00213455","HALLOCK, MN US","1968-01","0",,,"-41",,,"0.30","40","5860","0.79",,"0.0","10.4","-10.3"
"USC00213455","HALLOCK, MN US","1968-02","0",,,"-29",,,"0.05","30","7622","0.09",,"1.9","11.9","-8.2"
"USC00213455","HALLOCK, MN US","1968-03","0",,,"-11",,,"0.31","59","8757","1.10",,"25.8","37.3","14.2"
"USC00213455","HALLOCK, MN US","1968-04","0",,,"10",,,"0.36","78","9497","1.30",,"40.3","51.0","29.6"
"USC00213455","HALLOCK, MN US","1968-05","3","0","0","28","0","0.0","0.51","86","9902","1.54","0.0","52.0","63.2","40.9"
"USC00213455","HALLOCK, MN US","1968-06","32","0","0","38","0","0.0","1.45","93","10021","4.82","0.0","62.0","72.1","51.9"
"USC00213455","HALLOCK, MN US","1968-07","120","0","0","41","0","0.0","1.51","89","76","5.25","0.0","65.4","76.9","53.9"
"USC00213455","HALLOCK, MN US","1968-08","166","0","0","36","0","0.0","0.85","87","187","3.85","0.0","62.9","73.2","52.6"
"USC00213455","HALLOCK, MN US","1968-09","186","0","0","34","0","0.0","0.63","88","443","3.15","0.0","57.1","68.1","46.1"
"USC00213455","HALLOCK, MN US","1968-10","186","0","0","22","0","0.0","0.19","82","1104","0.65","0.0","43.7","53.9","33.6"
"USC00213455","HALLOCK, MN US","1968-11","186",,,"4",,,"0.05","59","2203","0.10",,"28.3","35.7","21.0"
"USC00213455","HALLOCK, MN US","1968-12","186",,,"-25",,,"0.12","42","3951","0.26",,"8.6","17.4","-0.1"
"USC00213455","HALLOCK, MN US","1969-01","0",,,"-27",,,"0.48","29","6063","1.63",,"-5.6","3.5","-14.6"
"USC00213455","HALLOCK, MN US","1969-02","0",,,"-27",,,"0.09","38","7601","0.30",,"7.8","17.6","-2.0"
"USC00213455","HALLOCK, MN US","1969-03","0",,,"-15",,,"0.05","37","9184","0.10",,"13.9","25.0","2.9"
"USC00213455","HALLOCK, MN US","1969-04","0",,"0","7",,"0.0","0.51","74","9841","0.92","0.0","43.1","53.5","32.7"
"USC00213455","HALLOCK, MN US","1969-05","36","0","0","26","0","0.0","0.54","96","10169","1.04","0.0","55.3","67.9","42.6"
"USC00213455","HALLOCK, MN US","1969-06","38","0","0","30","0","0.0","0.89","86","10433","3.09","0.0","55.8","66.8","44.9"
"USC00213455","HALLOCK, MN US","1969-07","145","0","0","42","0","0.0","0.31","96","51","0.97","0.0","66.8","78.6","55.1"
"USC00213455","HALLOCK, MN US","1969-08","369","0","0","47","0","0.0","0.81","97","59","1.63","0.0","72.3","86.3","58.4"
"USC00213455","HALLOCK, MN US","1969-09","407","0","0","32","0","0.0","1.57","89","333","3.70","0.0","57.1","68.8","45.4"
"USC00213455","HALLOCK, MN US","1969-10","407",,,"18",,,"0.54","65","1175","1.65",,"37.8","45.0","30.7"
"USC00213455","HALLOCK, MN US","1969-11","407",,,"-1",,,"0.06","56","2309","0.14",,"27.2","35.5","18.9"
"USC00213455","HALLOCK, MN US","1969-12","407",,,"-15",,,"0.23","51","3892","0.78",,"13.9","21.6","6.3"
"USC00213455","HALLOCK, MN US","1970-01","0",,,"-39",,,"0.26","30","6008","0.90",,"-3.3","5.1","-11.6"
"USC00213455","HALLOCK, MN US","1970-02","0",,,"-30",,,"0.35","39","7736","1.13",,"3.3","15.1","-8.5"
"USC00213455","HALLOCK, MN US","1970-03","0",,"3","-21",,"6.0","1.11","39","9469","1.94","11.0","9.1","21.9","-3.7"
"USC00213455","HALLOCK, MN US","1970-04","0",,,"-6",,,"0.43","61","10399","1.98",,"34.0","41.3","26.7"
"USC00213455","HALLOCK, MN US","1970-05","1","0","0","27","0","0.0","0.92","88","10866","4.53","0.0","48.9","58.4","39.3"
"USC00213455","HALLOCK, MN US","1970-06","127","0","0","46","0","0.0","1.03","95","10912","3.96","0.0","67.7","78.7","56.6"
"USC00213455","HALLOCK, MN US","1970-07","325","0","0","46","0","0.0","0.51","94","16","1.42","0.0","71.4","84.3","58.5"
"USC00213455","HALLOCK, MN US","1970-08","444","0","0","42","0","0.0","1.12","96","65","2.04","0.0","67.3","80.9","53.7"
"USC00213455","HALLOCK, MN US","1970-09","495","0","0","29","0","0.0","0.79","92","370","2.13","0.0","56.2","67.3","45.1"
"USC00213455","HALLOCK, MN US","1970-10","495",,,"23",,,"0.20","80","1026","0.61",,"43.8","54.0","33.6"
"USC00213455","HALLOCK, MN US","1970-11","495",,,"-5",,,"0.30","53","2204","0.81",,"25.8","33.0","18.5"
"USC00213455","HALLOCK, MN US","1970-12","495",,,"-26",,,"0.12","39","4026","0.37",,"4.1","13.6","-5.5"
"USC00213455","HALLOCK, MN US","1971-01","0",,,"-36",,,"0.15","29","6239","0.49",,"-6.4","4.2","-17.0"
"USC00213455","HALLOCK, MN US","1971-02","0",,,"-29",,,"0.11","42","7764","0.15",,"8.5","18.5","-1.5"
"USC00213455","HALLOCK, MN US","1971-03","0",,,"-6",,,"0.27","48","9120","1.05",,"21.3","30.5","12.1"
"USC00213455","HALLOCK, MN US","1971-04","0",,,"7",,,"1.39","70","9851","2.30",,"39.5","49.5","29.5"
"USC00213455","HALLOCK, MN US","1971-05","5","0","0","28","0","0.0","0.69","82","10212","0.92","0.0","53.1","65.3","41.0"
"USC00213455","HALLOCK, MN US","1971-06","81","0","0","39","0","0.0","0.72","89","10259","2.46","0.0","66.0","77.0","55.0"
"USC00213455","HALLOCK, MN US","1971-07","125","0","0","43","0","0.0","1.09","88","75","3.61","0.0","64.0","76.2","51.8"
"USC00213455","HALLOCK, MN US","1971-08","243","0","0","40","0","0.0","0.25","94","114","0.49","0.0","67.5","81.0","54.1"
"USC00213455","HALLOCK, MN US","1971-09","271","0","0","25","0","0.0","0.50","89","396","1.73","0.0","56.6","69.4","43.6"
