STATION,NAME,DATE,AWND,CDSD,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1980-10,,617,0,0,23,0,0,0.84,82,860,1.28,0,44.6,53.1,36.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1980-11,,617,1,0,12,1,0.7,0.04,64,1737,0.06,0.7,35.7,43.9,27.6,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1980-12,,617,1,0,-15,1,0.3,0.03,44,3203,0.06,1.5,17.7,25.8,9.6,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1981-01,,0,12,1,-15,2,2,0.13,54,4665,0.2,4.4,17.9,28.2,7.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1981-02,,0,18,2,-26,6,2.8,0.4,54,5863,1.11,5.7,22.2,31.1,13.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1981-03,,0,0,0,10,0,0,1.14,68,6740,1.33,0,36.7,48.2,25.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1981-04,,0,0,1,25,0,1.2,1.04,74,7244,2.93,1.2,48.2,58.9,37.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1981-05,,11,0,0,28,0,0,0.94,81,7506,1.81,0,56.9,68.3,45.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1981-06,,78,0,0,49,0,0,3.01,86,7542,6.74,0,66,75.7,56.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1981-07,,281,0,0,49,0,0,1.51,89,11,3.23,0,71.2,80.9,61.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1981-08,,415,0,0,49,0,0,0.9,88,29,2.81,0,68.7,77.1,60.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1981-09,,446,0,0,33,0,0,0.6,89,221,1.56,0,59.6,70,49.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1981-10,,446,0,0,21,0,0.7,1.7,65,793,5.09,0.7,46,54.2,37.8,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1981-11,,446,7,3,12,2,3.3,0.19,66,1618,0.31,5.7,37.5,45.8,29.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1981-12,,446,26,4,-17,11,4.5,0.25,41,3132,0.81,14.8,16.2,22.9,9.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1982-01,,0,31,8,-30,27,5.8,0.32,40,5184,1.36,28.2,-1.2,8.7,-11.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1982-02,,0,28,2,-30,22,2.4,0.06,42,6601,0.13,4,14.4,22.8,6,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1982-03,,0,26,4,-9,11,5.8,0.74,50,7806,1.49,10.3,26.1,33.8,18.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1982-04,,0,0,0,9,0,0.5,1.27,75,8485,1.68,0.7,42.4,53.5,31.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1982-05,,21,0,0,35,0,0,1.24,82,8617,3.77,0,61.4,72,50.8,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1982-06,,54,0,0,40,0,0,1.84,85,8729,3.41,0,62.4,74.1,50.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1982-07,,310,0,0,50,0,0,1.18,95,0,3.05,0,73.3,83.8,62.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1982-08,,497,0,0,43,0,0,1.02,95,34,3.21,0,70.1,81.2,59,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1982-09,,528,,,37,,,2.45,80,228,5.96,,59.5,68.4,50.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1982-10,,528,,0,25,,0.4,1.94,70,724,4.87,0.4,49,57.4,40.6,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1982-11,,528,13,3,-3,5,5.8,0.62,57,1851,2.12,13.6,27.4,35.2,19.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1982-12,,528,12,4,-4,15,10.1,0.77,58,3137,2.09,21.2,23.5,30.3,16.8,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1983-01,,0,31,1,-12,13,2.5,0.25,36,4639,0.5,4.3,16.5,24.8,8.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1983-02,,0,28,1,-8,12,1.2,0.06,48,5782,0.08,2.4,24.2,30.2,18.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1983-03,,0,8,2,10,3,3.3,0.61,58,6812,2.58,8.5,31.7,38.4,25,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1983-04,,0,2,3,23,2,2.6,0.46,70,7487,1.43,5.9,42.5,52.4,32.6,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1983-05,,1,0,0,32,0,0,0.57,77,7809,2.47,0,54.6,66.5,42.8,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1983-06,,123,0,0,41,0,0,3.24,91,7876,9.06,0,66.8,77.2,56.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1983-07,,463,0,0,40,0,0,1.22,94,9,3.46,0,75.6,86.1,65.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1983-08,,794,0,0,56,0,0,1.52,96,9,2.98,0,75.7,86,65.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1983-09,,880,0,0,32,0,0,1.02,92,189,5.39,0,61.9,71.8,52,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1983-10,,881,0,0,28,0,0,0.56,75,704,2.55,0,48.4,56.3,40.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1983-11,,881,13,5,10,15,11.7,1.02,56,1674,4.1,26.5,32.7,37.1,28.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1983-12,,881,31,5,-35,16,4.3,0.38,26,3622,1.11,13.5,2.2,10,-5.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1984-01,,0,31,3,-27,15,3.1,0.22,42,5281,0.59,10,11.5,20.7,2.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1984-02,,0,29,2,-15,15,3.4,0.31,49,6380,1,7,27.1,34.1,20.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1984-03,,0,22,4,-11,9,5.5,0.48,51,7668,0.84,11.5,23.5,32.8,14.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1984-04,,0,0,0,27,0,0.2,1.14,75,8226,3.28,0.2,46.4,56.7,36.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1984-05,,18,0,0,32,0,0,0.68,86,8504,2.6,0,56.6,67.7,45.6,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1984-06,,124,0,0,47,0,0,2.24,85,8522,7.61,0,68,77.7,58.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1984-07,,346,0,0,47,0,0,1.19,93,9,2.63,0,71.9,82.8,60.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1984-08,,602,0,0,48,0,0,1.46,95,18,3.45,0,72.9,83.4,62.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1984-09,,623,0,0,30,0,0,2.16,93,286,4.2,0,56.8,67.2,46.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1984-10,,626,1,1,18,1,1.2,1.67,76,741,5.8,1.2,50.4,58.7,42.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1984-11,,626,0,0,9,0,0.1,0.14,57,1704,0.18,0.1,32.9,41.3,24.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1984-12,,626,20,5,-10,3,2.1,0.81,47,3156,1.3,7.3,16.3,24.2,8.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1985-01,,0,31,1,-29,6,2.1,0.12,39,4806,0.27,4.9,9.9,20.4,-0.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1985-02,,0,25,1,-23,8,1.6,0.14,52,6227,0.23,3.3,14.3,24.2,4.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1985-03,,0,16,3,5,18,10.8,1.13,62,7169,2.54,21.6,34.6,43.2,26.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1985-04,,10,0,0,20,0,0,1.07,82,7606,3.32,0,50.8,62.7,38.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1985-05,,53,0,0,39,0,0,0.75,86,7722,3.42,0,62.7,74,51.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1985-06,,114,0,0,38,0,0,2.56,94,7834,5.63,0,63.3,74.3,52.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1985-07,,306,0,0,49,0,0,0.66,94,2,2.09,0,71.1,82.2,60.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1985-08,,372,0,0,47,0,0,2.03,87,56,3.72,0,65.4,74.1,56.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1985-09,,421,0,0,32,0,0,2.24,85,300,7.36,0,58.5,66.5,50.6,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1985-10,,421,0,0,25,0,0,0.5,72,850,1.15,0,47.3,57.2,37.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1985-11,,421,11,5,-11,11,5.9,0.33,56,2066,1.56,18,22.6,29.6,15.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1985-12,,421,31,1,-21,16,10.2,0.62,39,3880,0.78,13.7,6.5,15.5,-2.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1986-01,,0,31,3,-23,16,2.5,0.15,46,5375,0.65,9.8,16.8,24.7,8.8,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1986-02,,0,28,3,-16,22,5.3,0.41,38,6788,0.79,13,14.5,22.6,6.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1986-03,,0,27,2,-11,19,2.8,0.6,75,7779,0.95,4.8,33,42.2,23.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1986-04,,0,0,0,26,0,0,1.77,75,8261,6.3,0,48.9,59.7,38.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1986-05,,43,0,0,31,0,0,3.21,89,8495,5.28,0,58.6,69.9,47.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1986-06,,182,0,0,45,0,0,1.68,94,8528,5.41,0,68.5,79.8,57.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1986-07,,420,0,0,57,0,0,2.93,91,0,7.11,0,72.7,82.4,63,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1986-08,,526,0,0,43,0,0,1.97,88,47,6.63,0,66.9,76.8,57,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1986-09,,551,0,0,41,0,0,1.27,83,252,7.82,0,59,67.2,50.8,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1986-10,,551,0,0,27,0,0,0.16,75,738,0.57,0,49.3,58.7,40,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1986-11,,551,15,2,-1,5,3.5,0.41,56,1861,1,6.4,27.6,36.3,18.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1986-12,,551,14,1,-9,2,1.8,0.13,43,3160,0.14,2.2,23.1,31.7,14.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1987-01,,0,15,2,-21,4,3.7,0.27,50,4542,0.42,6.4,20.4,28.7,12.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1987-02,,0,6,0,9,3,0.9,0.06,51,5495,0.06,0.9,31,40.4,21.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1987-03,,0,1,0,10,1,0.6,0.86,72,6342,1.05,0.7,37.7,47.8,27.6,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1987-04,,14,0,0,19,0,0,0.03,87,6681,0.04,0,54.2,68.4,39.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1987-05,,89,0,0,39,0,0,0.38,92,6831,1.97,0,62.6,74.5,50.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1987-06,,293,0,0,45,0,0,0.27,97,6847,1.08,0,71.3,83.7,58.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1987-07,,603,0,0,50,0,0,1.33,96,4,4.35,0,74.8,86,63.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1987-08,,756,0,0,44,0,0,0.95,93,34,2.43,0,69,78.9,59,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1987-09,,788,0,0,40,0,0,0.84,87,153,2.38,0,62.1,73.4,50.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1987-10,,788,0,0,27,0,0.5,0.26,82,762,0.75,1.1,45.4,55.3,35.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1987-11,,788,2,1,14,1,1.4,0.64,64,1599,1.35,1.8,37.1,45,29.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1987-12,,788,31,3,-8,6,1.9,0.19,41,2896,0.62,8,23.2,29.3,17,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1988-01,,0,31,2,-26,12,3.3,0.21,38,4652,0.51,9.1,8.3,18.3,-1.6,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1988-02,,0,29,1,-24,12,1.7,0.08,45,6134,0.11,2.5,11.8,21.1,2.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1988-03,,0,10,2,8,6,5.7,0.79,51,7166,1.75,7.3,31.7,40.2,23.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1988-04,,1,0,0,21,0,0,0.54,79,7684,0.72,0,47.8,61.4,34.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1988-05,,96,0,0,34,0,0,1.32,90,7755,1.99,0,65.7,79,52.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1988-06,,384,0,0,39,0,0,0.11,101,7763,0.16,0,74.4,87.8,60.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1988-07,,765,0,0,50,0,0,0.58,103,0,1.48,0,77.3,90.3,64.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1988-08,,1020,0,0,46,0,0,1.85,100,19,5.2,0,72.6,83.8,61.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1988-09,,1059,0,0,42,0,0,0.93,88,162,3.19,0,61.5,72.3,50.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1988-10,,1059,,0,15,,0,0.32,79,802,0.56,0,44.4,55.1,33.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1988-11,,1059,14,5,-1,9,7.4,0.84,57,1852,2.48,21.3,30,37.3,22.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1988-12,,1059,31,,-13,12,,0.52,47,3308,0.69,,18,27.1,9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1989-01,,0,31,3,-26,19,6.3,0.33,46,4693,0.75,13,18.4,28.9,7.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1989-02,,0,28,5,-30,18,3.6,0.22,39,6259,0.65,11.1,7.1,17.2,-3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1989-03,,0,30,3,-11,27,6.4,0.47,52,7520,1.31,14.6,24.3,32.5,16.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1989-04,,0,0,0,15,0,0.3,0.62,75,8114,2.24,1,44.2,54.9,33.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1989-05,,30,0,0,25,0,0,1.29,83,8342,3.81,0,58.6,71,46.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1989-06,,153,0,0,42,0,0,0.89,93,8408,2.67,0,66.9,78.4,55.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1989-07,,468,0,0,56,0,0,0.69,95,0,2.35,0,75.1,86.1,64.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1989-08,,646,0,0,48,0,0,1.16,96,11,3.62,0,70.4,81.4,59.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1989-09,,685,0,0,33,0,0,0.71,84,178,3,0,60.7,71.1,50.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1989-10,,699,0,0,21,0,0,1.05,83,660,1.11,0,49.9,62.4,37.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1989-11,,699,12,4,-7,7,3.6,0.26,58,1810,1.03,11.9,26.6,35.1,18.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1989-12,,699,31,1,-26,4,1.7,0.14,41,3556,0.22,3.8,8.7,16.9,0.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1990-01,,0,14,0,-5,3,0.3,0.01,48,4813,0.02,0.3,24.4,33.8,15.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1990-02,,0,16,3,-17,9,5,0.27,50,6038,0.77,14.1,21.3,32.4,10.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1990-03,,0,4,1,6,3,2.8,0.94,66,7026,3.21,3.8,33.1,42.7,23.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1990-04,,26,0,1,14,0,2.3,0.83,85,7618,2.98,3.2,46.1,57.7,34.6,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1990-05,,38,0,0,26,0,0,0.88,90,7915,4.07,0,55.8,67.4,44.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1990-06,,167,0,0,40,0,0,1.3,91,7962,6.3,0,67.7,78.4,57.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1990-07,,341,0,0,49,0,0,1.58,100,5,3.3,0,70.5,80.5,60.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1990-08,,521,0,0,49,0,0,0.58,89,29,1.82,0,70,80.1,60,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1990-09,,613,0,0,34,0,0,0.9,88,177,2.59,0,63.1,74,52.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1990-10,,613,0,0,24,0,0,1.73,81,726,2.9,0,47.3,58.7,35.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1990-11,,613,4,1,11,1,1.4,0.14,67,1564,0.21,1.7,36,45.3,26.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1990-12,,613,16,2,-24,5,2.5,0.23,52,3093,0.44,6.1,15.7,24.5,6.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1991-01,,0,31,2,-15,7,1.8,0.15,41,4767,0.3,5,11,20.9,1.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1991-02,,0,21,4,-14,10,8.3,0.48,55,5896,1.19,19.3,24.7,35.4,13.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1991-03,,0,13,1,-3,6,6.6,1.29,65,6902,2.38,7.6,32.5,42.3,22.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1991-04,,0,4,3,23,6,6.3,1.01,85,7405,3.76,13.7,48.3,59.3,37.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1991-05,,106,0,0,33,0,0,1.26,90,7614,5.39,0,61.7,71.1,52.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1991-06,,286,0,0,45,0,0,1.9,92,7624,6.02,0,70.6,80.6,60.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1991-07,,493,0,0,53,0,0,1.14,95,1,4.06,0,71.6,81.4,61.8,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1991-08,,693,0,0,47,0,0,1.5,93,10,2.9,0,71.1,81.2,61.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1991-09,,736,0,0,31,0,0,3.1,82,225,5.27,0,59.3,68.7,49.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1991-10,,736,1,1,17,3,3.4,0.85,83,806,1.33,3.4,46.3,56.7,35.9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1991-11,,736,22,5,-2,15,11.6,0.89,54,2025,2.29,24.5,24.3,31.2,17.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1991-12,,736,31,2,-16,9,3.5,0.21,44,3430,0.39,6.9,19.7,28.1,11.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1992-01,,0,31,2,-20,11,3.8,0.41,45,4804,0.68,6.3,20.7,29.1,12.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1992-02,,0,29,1,-5,9,1.7,0.12,45,5934,0.19,3,26,32.8,19.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1992-03,,0,,3,0,,4.6,0.52,63,6925,1.86,9.8,33,42.1,24,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1992-04,,2,4,1,14,6,7.2,0.76,85,7596,2.19,7.2,42.7,52,33.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1992-05,,58,0,0,33,0,0,1.25,86,7790,2.69,0,60.6,72.5,48.6,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1992-06,,121,0,0,41,0,0,1.21,90,7877,3.47,0,64.2,74.9,53.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1992-07,,181,0,0,49,0,0,1.3,84,42,3.14,0,65.6,75.5,55.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1992-08,,270,0,0,46,0,0,1.49,92,106,3.34,0,65.8,75.5,56.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1992-09,,296,0,0,32,0,0,0.77,83,283,1.26,0,60,71,49,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1992-10,,304,0,1,19,0,2.3,0.51,89,847,1.4,2.3,47,57.7,36.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1992-11,,304,16,4,13,12,9.3,0.87,45,1925,2.36,19,29,33,25.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1992-12,,304,19,3,-15,6,1.9,0.25,38,3406,0.7,7.6,17.2,25.4,9,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1993-01,,0,31,4,-21,15,4.6,0.36,43,5053,1.17,16,11.9,21.1,2.6,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1993-02,,0,28,3,-19,11,1.2,0.07,44,6437,0.2,3.5,15.6,24.1,7.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1993-03,,0,24,4,-10,9,3.4,0.68,61,7593,1.48,9.9,27.7,37.8,17.6,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1993-04,,0,0,2,12,0,4.8,0.51,72,8241,2.13,6.9,43.4,54.5,32.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1993-05,,7,0,0,33,0,0,1.4,80,8505,7.12,0,56.7,66.7,46.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1993-06,,60,0,0,37,0,0,2.04,88,8608,6.64,0,63.3,72.9,53.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1993-07,,203,0,0,53,0,0,0.71,85,12,4.08,0,69.2,77.8,60.7,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1993-08,,365,0,0,50,0,0,1.51,91,32,5.26,0,69.6,78.9,60.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1993-09,,372,0,0,33,0,0,1.2,81,341,2.58,0,54.9,64.7,45.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1993-10,,372,0,0,16,0,0,0.57,85,932,1.42,0,45.3,55.5,35.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1993-11,,372,16,4,-2,10,10.5,0.86,51,2032,2.61,18.9,28.3,35.6,21.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1993-12,,372,31,4,-21,5,1.9,0.15,42,3475,0.54,8.4,18.4,25.9,11,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1994-01,,0,31,6,-35,17,5.7,0.35,34,5332,1.24,21.9,0.9,9.7,-7.8,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1994-02,,0,28,4,-23,20,4.2,0.27,46,6859,0.71,12.8,10.5,20.6,0.4,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1994-03,,0,15,2,5,11,3.8,0.39,57,7857,0.91,5.9,32.8,41.6,24,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1994-04,,1,2,2,15,9,9.2,1.4,80,8454,4.86,10.6,45.1,56.5,33.8,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1994-05,,57,0,0,31,0,0,1.02,91,8644,1.96,0,60.7,72.5,48.8,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1994-06,,195,0,0,41,0,0,1.01,96,8670,4.2,0,68.7,79.6,57.8,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1994-07,,354,0,0,48,0,0,1.22,86,5,3.73,0,70,79.7,60.2,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1994-08,,460,0,0,49,0,0,0.91,88,53,3.64,0,66.9,76.6,57.1,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1994-09,,528,0,0,38,0,0,0.78,85,191,2.79,0,62.7,71.8,53.5,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1994-10,,528,0,0,28,0,0,1.36,70,618,4.24,0,51.2,59.7,42.8,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1994-11,,528,4,1,10,9,8.7,0.78,60,1489,1.4,9,36,43.6,28.3,,,,,
USC00211691,"COLLEGEVILLE ST. JOHN S, MN US",1994-12,,528,30,2,-11,8,3.5,0.18,47,2814,0.34,6.8,22.3,30.6,13.9,,,,,
