,Name,Date,Total Monthly Precipitation,Total Montly Snowfall (mm),Avg Monthly Temp,Monthly Mean Max Temp,Monthly Mean Min Temp
1427,"CANBY, MN US",2000-02,0.83,5.7,27.9,37.5,18.2
1428,"CANBY, MN US",2000-03,1.25,2.5,41,53.9,28.1
1429,"CANBY, MN US",2000-04,1.56,2,44.9,57.3,32.4
1430,"CANBY, MN US",2000-05,5.74,0,60.7,72.5,48.8
1431,"CANBY, MN US",2000-06,3.89,0,65.8,77.2,54.4
1432,"CANBY, MN US",2000-07,5.02,0,72.8,83.3,62.2
1433,"CANBY, MN US",2000-08,0.91,0,71.5,83.9,59.1
1434,"CANBY, MN US",2000-09,0.47,0,61,74.6,47.4
1435,"CANBY, MN US",2000-10,0.71,0,51.4,63.1,39.6
1436,"CANBY, MN US",2000-11,3.7,9.8,29.1,36.8,21.3
1437,"CANBY, MN US",2000-12,1.22,14.3,5.9,16.3,-4.5
1438,"CANBY, MN US",2001-01,1.65,9.9,19.5,28.8,10.1
1439,"CANBY, MN US",2001-02,2.09,20.2,10.5,20.7,0.2
1440,"CANBY, MN US",2001-03,0.87,5.5,25.7,34.2,17.2
1441,"CANBY, MN US",2001-04,8.3,0,45.5,55.5,35.6
1442,"CANBY, MN US",2001-05,3.24,0,59.5,70.8,48.3
1443,"CANBY, MN US",2001-06,3.63,0,68.7,80.7,56.8
1444,"CANBY, MN US",2001-07,2.93,0,74.5,86.1,62.9
1445,"CANBY, MN US",2001-08,1.09,0,72.9,85.6,60.2
1446,"CANBY, MN US",2001-09,2.86,0,60.7,72.1,49.3
1447,"CANBY, MN US",2001-10,1.03,0,48,60.7,35.3
1448,"CANBY, MN US",2001-11,4.07,15,45,57.3,32.7
1449,"CANBY, MN US",2001-12,0.16,1.9,25.3,33.4,17.1
1450,"CANBY, MN US",2002-01,0.07,1.3,22,31.7,12.4
1451,"CANBY, MN US",2002-02,0.69,4.5,29.6,40.7,18.6
1452,"CANBY, MN US",2002-03,2.57,24.7,20.4,29.5,11.4
1453,"CANBY, MN US",2002-04,2.44,5.4,44.2,55.1,33.2
1454,"CANBY, MN US",2002-05,2.29,0,53.9,66.6,41.2
1455,"CANBY, MN US",2002-06,2.81,0,71.2,83,59.5
1456,"CANBY, MN US",2002-07,2.2,0,76.2,88.1,64.3
1457,"CANBY, MN US",2002-08,5.83,0,70.3,81.2,59.3
1458,"CANBY, MN US",2002-09,0.89,0,64.1,75.7,52.4
1459,"CANBY, MN US",2002-10,3.14,4.2,41,50.4,31.6
1460,"CANBY, MN US",2002-11,0.09,0.6,33,42.7,23.3
1461,"CANBY, MN US",2002-12,0.28,1.2,26.3,35.8,16.8
1462,"CANBY, MN US",2003-01,0.17,2.2,16.2,26.5,5.9
1463,"CANBY, MN US",2003-02,1.58,10,14.8,26.3,3.4
1464,"CANBY, MN US",2003-03,0.62,10,29.5,42.1,16.8
1465,"CANBY, MN US",2003-04,2.81,0,47.3,60.8,33.7
1466,"CANBY, MN US",2003-05,3.53,0,55.8,67.9,43.7
1467,"CANBY, MN US",2003-06,3.17,0,66.6,78.3,55
1468,"CANBY, MN US",2003-07,3.33,0,73.6,85.4,61.7
1469,"CANBY, MN US",2003-08,1.37,0,72.7,85.6,59.8
1470,"CANBY, MN US",2003-09,2.84,0,60.6,73.2,48
1471,"CANBY, MN US",2003-10,1,0,51.4,65.4,37.4
1472,"CANBY, MN US",2003-11,1.7,16,29.6,39.1,20.1
1473,"CANBY, MN US",2003-12,0.58,5,25.3,33,17.6
1474,"CANBY, MN US",2004-01,0.64,6.6,11.7,21.9,1.5
1475,"CANBY, MN US",2004-02,0.66,8.5,20.2,28.8,11.6
1476,"CANBY, MN US",2004-03,0.64,3.3,36.6,46.9,26.2
1477,"CANBY, MN US",2004-04,1.75,0,47.7,63.1,32.3
1478,"CANBY, MN US",2004-05,4.72,0,55.5,67.5,43.6
1479,"CANBY, MN US",2004-06,4.45,0,64.2,75.2,53.1
1480,"CANBY, MN US",2004-07,2.74,0,70.7,81.9,59.5
1481,"CANBY, MN US",2004-08,4.15,0,65.4,76.8,54
1482,"CANBY, MN US",2004-09,4.11,0,64.6,76.5,52.7
1483,"CANBY, MN US",2004-10,3.15,0,50.3,61.3,39.3
1484,"CANBY, MN US",2004-11,0.5,0,37.9,48,27.8
1485,"CANBY, MN US",2004-12,0.15,1.1,23.1,33.1,13.2
1486,"CANBY, MN US",2005-01,1.08,5.5,13.1,23.3,2.8
1487,"CANBY, MN US",2005-02,0.54,3.7,26.3,36,16.6
1488,"CANBY, MN US",2005-03,0.65,3.4,31.7,42.9,20.5
1489,"CANBY, MN US",2005-04,2.75,0,50.9,63.2,38.5
1490,"CANBY, MN US",2005-05,3.54,0,56.9,68.2,45.6
1491,"CANBY, MN US",2005-06,4.05,0,71.1,81.7,60.5
1492,"CANBY, MN US",2005-07,1.68,0,74.4,86.1,62.7
1493,"CANBY, MN US",2005-08,2.25,0,70.5,83,58
1494,"CANBY, MN US",2005-09,4.93,0,66.8,79.1,54.5
1495,"CANBY, MN US",2005-10,2.15,0,49.7,61.3,38.1
1496,"CANBY, MN US",2005-11,3.14,5.5,35.3,44.6,26
1497,"CANBY, MN US",2005-12,1.48,13,19.3,25.8,12.8
1498,"CANBY, MN US",2006-01,0.26,2.5,27.7,33.9,21.5
1499,"CANBY, MN US",2006-02,0.19,2.1,18.4,28.3,8.5
1500,"CANBY, MN US",2006-03,1.68,5,30.8,38.9,22.7
1501,"CANBY, MN US",2006-04,3,0,50.1,61,39.2
1502,"CANBY, MN US",2006-05,3.01,0,59.3,69.6,49
1503,"CANBY, MN US",2006-06,1.87,0,68.7,79.7,57.8
1504,"CANBY, MN US",2006-07,1.57,0,76.6,88.8,64.4
1505,"CANBY, MN US",2006-08,4.41,0,70.9,81.6,60.2
1506,"CANBY, MN US",2006-09,7.04,0,57.2,66.8,47.5
1507,"CANBY, MN US",2006-10,0.3,0,45.2,57,33.3
1508,"CANBY, MN US",2006-11,0.25,0,34.7,46.3,23.1
1509,"CANBY, MN US",2006-12,0.36,0.8,27.5,36.5,18.5
1510,"CANBY, MN US",2007-01,0.19,3,18.6,27.1,10.2
1511,"CANBY, MN US",2007-02,1.8,19.6,11.9,20.2,3.6
1512,"CANBY, MN US",2007-03,3.2,17,37,48.2,25.8
1513,"CANBY, MN US",2007-04,4.48,11,41.7,51.8,31.6
1514,"CANBY, MN US",2007-05,1.91,0,62.5,73.9,51.1
1515,"CANBY, MN US",2007-06,3.32,0,69.4,80,58.7
1516,"CANBY, MN US",2007-07,1.07,0,74.4,85.6,63.2
1517,"CANBY, MN US",2007-08,3.73,0,68.5,78.6,58.4
1518,"CANBY, MN US",2007-09,1.24,0,63.6,75.9,51.3
1519,"CANBY, MN US",2007-10,4.63,0,52.3,62.7,42
1520,"CANBY, MN US",2007-11,0.04,0,34.1,44,24.2
1521,"CANBY, MN US",2007-12,0.66,5.5,16.6,25,8.3
1522,"CANBY, MN US",2008-01,0.06,1,12.9,22.6,3.1
1523,"CANBY, MN US",2008-02,0.11,3.5,13.2,23.5,2.8
1524,"CANBY, MN US",2008-03,1.3,10,26.9,36.3,17.4
1525,"CANBY, MN US",2008-04,3.19,31.5,41,51.1,30.8
1526,"CANBY, MN US",2008-05,3.5,0,54.1,65.1,43.2
1527,"CANBY, MN US",2008-06,3.7,0,66.5,76.7,56.2
1528,"CANBY, MN US",2008-07,2.14,0,73.7,85.1,62.2
1529,"CANBY, MN US",2008-08,1.53,0,71.2,82.4,60
1530,"CANBY, MN US",2008-09,1.15,0,62.5,75.1,49.8
1531,"CANBY, MN US",2008-10,4.37,2,47.8,58.6,36.9
1532,"CANBY, MN US",2008-11,1.94,3,33.1,41.6,24.6
1533,"CANBY, MN US",2008-12,1.75,28.1,11.4,21.7,1
1534,"CANBY, MN US",2009-01,1.02,12.3,8.7,19.8,-2.4
1535,"CANBY, MN US",2009-02,0.99,11,16.9,27.4,6.4
1536,"CANBY, MN US",2009-03,2.15,3.5,27.5,38,17.1
1537,"CANBY, MN US",2009-04,1,2.8,42.7,53.2,32.3
1538,"CANBY, MN US",2009-05,0.87,0,57.3,70.2,44.5
1539,"CANBY, MN US",2009-06,3.06,0,65.6,75.5,55.7
1540,"CANBY, MN US",2009-07,2.54,0,68,78.3,57.7
1541,"CANBY, MN US",2009-08,2.6,0,68.2,79.2,57.3
1542,"CANBY, MN US",2009-09,1.83,0,64.2,75.9,52.6
1543,"CANBY, MN US",2009-10,7.35,3,40.7,47.6,33.9
1544,"CANBY, MN US",2009-11,0.02,0.3,41,50.1,31.9
1545,"CANBY, MN US",2009-12,3.03,33.5,13.6,21.5,5.8
1546,"CANBY, MN US",2010-01,1.09,12,9.8,17.5,2.1
1547,"CANBY, MN US",2010-02,1.35,21.3,12.6,21.1,4.1
1548,"CANBY, MN US",2010-03,1.25,0,34.9,42.1,27.6
1549,"CANBY, MN US",2010-04,0.97,0,51.8,64.5,39.2
1550,"CANBY, MN US",2010-05,2.48,0,57.3,68.3,46.4
1551,"CANBY, MN US",2010-06,5.89,0,67.5,77.1,57.8
1552,"CANBY, MN US",2010-07,3.65,0,73,83.5,62.5
1553,"CANBY, MN US",2010-08,3.44,0,74.4,85.4,63.5
1554,"CANBY, MN US",2010-09,9.96,0,58.2,68.5,47.8
1555,"CANBY, MN US",2010-10,1.05,0,52.6,64.4,40.7
1556,"CANBY, MN US",2010-11,0.56,1.3,32.9,42.7,23.1
1557,"CANBY, MN US",2010-12,2.59,26,13.7,20.8,6.6
1558,"CANBY, MN US",2011-01,2.06,24,8,17.1,-1.1
1559,"CANBY, MN US",2011-02,2.17,29,16.4,25.4,7.5
1560,"CANBY, MN US",2011-03,2.15,7,23.2,31.6,14.8
1561,"CANBY, MN US",2011-04,2.05,0.5,43.2,51.8,34.7
1562,"CANBY, MN US",2011-05,4.66,,54.7,64.7,44.7
1563,"CANBY, MN US",2011-06,4.44,,66.3,75.2,57.5
1564,"CANBY, MN US",2011-07,5.74,,76.6,86.3,66.9
1565,"CANBY, MN US",2011-08,0.51,,71.4,83,59.9
1566,"CANBY, MN US",2011-09,0.31,,60.2,73.4,47
1567,"CANBY, MN US",2011-10,0.78,,52.5,65.2,39.8
1568,"CANBY, MN US",2011-11,0.26,4.5,35.7,47,24.3
1569,"CANBY, MN US",2011-12,0.23,0.5,27.3,36.4,18.2
1570,"CANBY, MN US",2012-01,0.47,4.4,23.8,33.4,14.1
1571,"CANBY, MN US",2012-02,1.41,7.5,25.3,35.6,14.9
1572,"CANBY, MN US",2012-03,1.46,2.5,44.3,55.6,32.9
1573,"CANBY, MN US",2012-04,3.45,,48.9,60.2,37.6
1574,"CANBY, MN US",2012-05,5.57,,61.6,72.2,50.9
1575,"CANBY, MN US",2012-06,2.59,,70.2,81.6,58.9
1576,"CANBY, MN US",2012-07,0.11,,78.3,89.6,67.1
1577,"CANBY, MN US",2012-08,1.68,,69.1,82.6,55.6
1578,"CANBY, MN US",2012-09,0.46,0,58.7,75.9,41.5
1579,"CANBY, MN US",2012-10,2.41,3,45.3,55.8,34.7
1580,"CANBY, MN US",2012-11,0.42,0,34.4,44.5,24.2
1581,"CANBY, MN US",2012-12,2.39,25,19.5,28.9,10.1
1582,"CANBY, MN US",2013-01,0.43,3,15.1,24.9,5.2
1583,"CANBY, MN US",2013-02,0.81,15.2,14.5,23.3,5.8
1584,"CANBY, MN US",2013-03,1.39,2.5,21.1,29.4,12.8
1585,"CANBY, MN US",2013-04,3.67,31.1,35.3,43.2,27.4
1586,"CANBY, MN US",2013-05,4.45,0,55.7,65.1,46.3
1587,"CANBY, MN US",2013-06,6.91,,65.8,75.2,56.3
1588,"CANBY, MN US",2013-07,3.64,,72.2,82.6,61.8
1589,"CANBY, MN US",2013-08,1.75,,70.7,81.5,59.9
1590,"CANBY, MN US",2013-09,1.85,,64.4,76.6,52.2
1591,"CANBY, MN US",2013-10,3.04,0,46,54.7,37.3
1592,"CANBY, MN US",2013-11,0.08,0.6,31.2,41.6,20.9
1593,"CANBY, MN US",2013-12,1.09,13.5,9.7,18.9,0.4
1594,"CANBY, MN US",2014-01,0.44,4.6,10.1,22.2,-2.1
1595,"CANBY, MN US",2014-02,0.24,2,10.3,20.3,0.2
1596,"CANBY, MN US",2014-03,2.1,20.5,25.4,35.7,15.1
1597,"CANBY, MN US",2014-04,3.24,9,41.2,51.6,30.7
1598,"CANBY, MN US",2014-05,2.84,,56.3,66.6,45.9
1599,"CANBY, MN US",2014-06,8.61,,67,76.7,57.3
1600,"CANBY, MN US",2014-07,1.29,,69.3,79.5,59.1
1601,"CANBY, MN US",2014-08,6.19,,69.1,78.9,59.2
1602,"CANBY, MN US",2014-09,0.88,,61.7,72.3,51.1
1603,"CANBY, MN US",2014-10,0.86,,50.1,61.5,38.7
1604,"CANBY, MN US",2014-11,1.07,10,23.8,32.5,15.1
1605,"CANBY, MN US",2014-12,0.88,4.3,22.6,29.4,15.8
1606,"CANBY, MN US",2015-01,0.39,5.2,19.3,27.8,10.8
1607,"CANBY, MN US",2015-02,0.39,3,11.1,21,1.3
1608,"CANBY, MN US",2015-03,0.25,3,35.2,46.5,23.8
1609,"CANBY, MN US",2015-04,1.24,0,47.9,60.7,35.2
1610,"CANBY, MN US",2015-05,5.51,0,55.4,66.1,44.7
1611,"CANBY, MN US",2015-06,4.69,0,67.7,78.1,57.3
1612,"CANBY, MN US",2015-07,3.53,0,71.4,82.7,60.2
1613,"CANBY, MN US",2015-08,7.01,0,67.1,78,56.1
1614,"CANBY, MN US",2015-09,1.73,0,64.8,76.5,53.2
1615,"CANBY, MN US",2015-10,0.89,0,48.9,61.3,36.6
1616,"CANBY, MN US",2015-11,1.37,0,39.6,49,30.2
1617,"CANBY, MN US",2015-12,1.74,25.1,26.1,32.4,19.8
1618,"CANBY, MN US",2016-01,0.51,5.3,15.9,23.3,8.5
1619,"CANBY, MN US",2016-02,0.46,5.5,24.3,31.4,17.2
1620,"CANBY, MN US",2016-03,1.21,4.1,38.2,48,28.3
1621,"CANBY, MN US",2016-04,1.8,0,45.9,57.2,34.6
1622,"CANBY, MN US",2016-05,1.66,0,59.4,70.5,48.2
1623,"CANBY, MN US",2016-06,2.55,0,70,82.4,57.7
1624,"CANBY, MN US",2016-07,3.62,0,72,84,60
1625,"CANBY, MN US",2016-08,6.12,0,70.5,80.9,60
1626,"CANBY, MN US",2016-09,4.13,0,62.6,72.7,52.4
1627,"CANBY, MN US",2016-10,2.28,0,49.9,60.9,38.9
1628,"CANBY, MN US",2016-11,1.96,8.2,42.2,51.3,33.2
1629,"CANBY, MN US",2016-12,2.02,16.5,17.7,26.2,9.3
1630,"CANBY, MN US",2017-01,0.75,6.4,17.5,24.2,10.8
1631,"CANBY, MN US",2017-02,0.18,0,29.8,40.3,19.3
1632,"CANBY, MN US",2017-03,0.69,11,30.7,40,21.5
1633,"CANBY, MN US",2017-04,1.7,0,45.6,55.7,35.5
1634,"CANBY, MN US",2017-05,4.5,2,56.5,66.7,46.4
1635,"CANBY, MN US",2017-06,2.13,0,68,80.1,55.8
1636,"CANBY, MN US",2017-07,1.47,0,72.9,85.7,60
1637,"CANBY, MN US",2017-08,9.31,0,66.8,76.7,56.9
1638,"CANBY, MN US",2017-09,4.33,0,63.8,74.2,53.4
1639,"CANBY, MN US",2017-10,2.57,0,49.9,60.9,39
1640,"CANBY, MN US",2017-11,0.3,1,32.7,42.4,23
1641,"CANBY, MN US",2017-12,0.32,5,21.4,29.9,12.9
1642,"CANBY, MN US",2018-01,0.3,2,16.3,26.5,6.2
1643,"CANBY, MN US",2018-02,1.1,17.4,13.1,23.3,2.8
1644,"CANBY, MN US",2018-03,2.96,25.4,28.8,36.1,21.4
1645,"CANBY, MN US",2018-04,3.05,36.9,33.4,42.1,24.6
1646,"CANBY, MN US",2018-05,1.24,0,64.7,77.1,52.3
1647,"CANBY, MN US",2018-06,5.78,0,70.6,79.6,61.6
1648,"CANBY, MN US",2018-07,4.14,0,72,82.1,61.9
1649,"CANBY, MN US",2018-08,4.11,0,70.1,80.4,59.8
1650,"CANBY, MN US",2018-09,5.15,0,62.2,72.2,52.2
1651,"CANBY, MN US",2018-10,2.87,0,43.5,53.1,33.9
1652,"CANBY, MN US",2018-11,1.46,2.5,26.5,34.4,18.6
1653,"CANBY, MN US",2018-12,1.9,15,24.2,31.5,16.9
1654,"CANBY, MN US",2019-01,0.97,16,11.6,20.1,3.1
1655,"CANBY, MN US",2019-02,1.73,25.4,4.9,12.8,-2.9
1656,"CANBY, MN US",2019-03,3.1,14.5,25.2,33.7,16.6
1657,"CANBY, MN US",2019-04,3.68,17,44.2,53.2,35.1
1658,"CANBY, MN US",2019-05,6.03,0,52.5,62.9,42.2
1659,"CANBY, MN US",2019-06,2.67,0,68.6,79.6,57.5
1660,"CANBY, MN US",2019-07,7.99,0,72.7,82.3,63.2
1661,"CANBY, MN US",2019-08,2,0,68.4,78.2,58.6
1662,"CANBY, MN US",2019-09,5.43,0,64.5,74.2,54.8
1663,"CANBY, MN US",2019-10,3.42,0,43.6,52.1,35.1
1664,"CANBY, MN US",2019-11,0.72,3.8,29.9,38.2,21.5
1665,"CANBY, MN US",2019-12,2,19,21.1,28.3,13.9
1666,"CANBY, MN US",2020-01,1,14.5,16.8,24.3,9.2
1667,"COLLEGEVILLE ST. JOHN S, MN US",1950-01,1.38,16.7,3,12.7,-6.8
1668,"COLLEGEVILLE ST. JOHN S, MN US",1950-02,0.28,1.3,13.7,24.9,2.5
1669,"COLLEGEVILLE ST. JOHN S, MN US",1950-03,1.25,5.5,22.4,30.8,14
1670,"COLLEGEVILLE ST. JOHN S, MN US",1950-04,2.2,11.9,33.9,41.5,26.4
1671,"COLLEGEVILLE ST. JOHN S, MN US",1950-05,3.43,0,53.4,63.1,43.6
1672,"COLLEGEVILLE ST. JOHN S, MN US",1950-06,1.1,0,67.7,79.5,55.9
1673,"COLLEGEVILLE ST. JOHN S, MN US",1950-07,1.71,0,69.1,79.8,58.4
1674,"COLLEGEVILLE ST. JOHN S, MN US",1950-08,0.38,0,66.3,78.3,54.2
1675,"COLLEGEVILLE ST. JOHN S, MN US",1950-09,2.46,0,61.2,72.4,50.1
1676,"COLLEGEVILLE ST. JOHN S, MN US",1950-10,2.87,0,51.7,61.8,41.6
1677,"COLLEGEVILLE ST. JOHN S, MN US",1950-11,1.1,3.8,26.8,34.6,19
1678,"COLLEGEVILLE ST. JOHN S, MN US",1950-12,1.13,,11.5,19,4
1679,"COLLEGEVILLE ST. JOHN S, MN US",1951-01,0.24,5,7.1,15.7,-1.6
1680,"COLLEGEVILLE ST. JOHN S, MN US",1951-02,0.3,1.5,13.7,23,4.4
1681,"COLLEGEVILLE ST. JOHN S, MN US",1951-03,3.42,,19.8,28.2,11.4
1682,"COLLEGEVILLE ST. JOHN S, MN US",1951-04,0.56,0.4,40.6,48.7,32.5
1683,"COLLEGEVILLE ST. JOHN S, MN US",1951-05,3.55,0,59.7,70.3,49.1
1684,"COLLEGEVILLE ST. JOHN S, MN US",1951-06,8.7,0,62,71.4,52.6
1685,"COLLEGEVILLE ST. JOHN S, MN US",1951-07,4.11,0,69.2,79.1,59.3
1686,"COLLEGEVILLE ST. JOHN S, MN US",1951-08,5.14,0,65,73.2,56.8
1687,"COLLEGEVILLE ST. JOHN S, MN US",1951-09,2.28,0,55.2,64.3,46.1
1688,"COLLEGEVILLE ST. JOHN S, MN US",1951-10,2.21,3.1,46.5,55.1,37.9
1689,"COLLEGEVILLE ST. JOHN S, MN US",1951-11,1.19,9.8,23.8,30.8,16.9
1690,"COLLEGEVILLE ST. JOHN S, MN US",1951-12,1.23,8.7,13,19.9,6.1
1691,"COLLEGEVILLE ST. JOHN S, MN US",1952-01,1.56,12.8,8.9,18.8,-1.1
1692,"COLLEGEVILLE ST. JOHN S, MN US",1952-02,2.11,22.6,21.2,28.5,13.9
1693,"COLLEGEVILLE ST. JOHN S, MN US",1952-03,2.54,21.2,22.4,29.6,15.1
1694,"COLLEGEVILLE ST. JOHN S, MN US",1952-04,0.64,0,47.9,57.6,38.2
1695,"COLLEGEVILLE ST. JOHN S, MN US",1952-05,2.36,0,57.4,68.3,46.5
1696,"COLLEGEVILLE ST. JOHN S, MN US",1952-06,8.6,0,67.4,77.4,57.3
1697,"COLLEGEVILLE ST. JOHN S, MN US",1952-07,3.26,0,71.5,80.6,62.5
1698,"COLLEGEVILLE ST. JOHN S, MN US",1952-08,6.33,0,67.6,76.5,58.7
1699,"COLLEGEVILLE ST. JOHN S, MN US",1952-09,0.27,0,62.4,72.5,52.3
1700,"COLLEGEVILLE ST. JOHN S, MN US",1952-10,0.05,0,44.2,55.3,33.1
1701,"COLLEGEVILLE ST. JOHN S, MN US",1952-11,0.97,7.5,33.8,42.1,25.4
1702,"COLLEGEVILLE ST. JOHN S, MN US",1952-12,0.07,2,22.8,28.8,16.8
1703,"COLLEGEVILLE ST. JOHN S, MN US",1953-01,1.28,10.7,14,21.4,6.6
1704,"COLLEGEVILLE ST. JOHN S, MN US",1953-02,2.16,16.7,15.8,24.2,7.4
1705,"COLLEGEVILLE ST. JOHN S, MN US",1953-03,1.2,7.4,28.3,36.4,20.2
1706,"COLLEGEVILLE ST. JOHN S, MN US",1953-04,3.74,7.9,40,48.1,31.8
1707,"COLLEGEVILLE ST. JOHN S, MN US",1953-05,2.39,0,56.5,67.1,45.8
1708,"COLLEGEVILLE ST. JOHN S, MN US",1953-06,11.19,0,67.3,77,57.6
1709,"COLLEGEVILLE ST. JOHN S, MN US",1953-07,2.9,0,70,79.8,60.2
1710,"COLLEGEVILLE ST. JOHN S, MN US",1953-08,4.86,0,70.8,79.9,61.7
1711,"COLLEGEVILLE ST. JOHN S, MN US",1953-09,0.98,0,60.7,71,50.5
1712,"COLLEGEVILLE ST. JOHN S, MN US",1953-10,0.76,0,55.7,67.1,44.2
1713,"COLLEGEVILLE ST. JOHN S, MN US",1953-11,1.54,0.1,37.3,45.2,29.5
1714,"COLLEGEVILLE ST. JOHN S, MN US",1953-12,1.35,17.1,18.4,27,9.8
1715,"COLLEGEVILLE ST. JOHN S, MN US",1954-01,0.41,9.6,5,15,-4.9
1716,"COLLEGEVILLE ST. JOHN S, MN US",1954-02,0.39,1.9,28.1,36,20.1
1717,"COLLEGEVILLE ST. JOHN S, MN US",1954-03,1.24,12.7,25.4,33.1,17.7
1718,"COLLEGEVILLE ST. JOHN S, MN US",1954-04,4.26,0,43.5,53.6,33.3
1719,"COLLEGEVILLE ST. JOHN S, MN US",1954-05,5.27,0,50.9,60.1,41.8
1720,"COLLEGEVILLE ST. JOHN S, MN US",1954-06,3.75,0,67.3,76.5,58.1
1721,"COLLEGEVILLE ST. JOHN S, MN US",1954-07,2.52,0,71.3,81.1,61.5
1722,"COLLEGEVILLE ST. JOHN S, MN US",1954-08,3.11,0,67.6,77.1,58.1
1723,"COLLEGEVILLE ST. JOHN S, MN US",1954-09,4.78,0,57.6,65.6,49.6
1724,"COLLEGEVILLE ST. JOHN S, MN US",1954-10,2.04,0,45.4,53.4,37.3
1725,"COLLEGEVILLE ST. JOHN S, MN US",1954-11,0.31,4.9,36.8,44.7,28.9
1726,"COLLEGEVILLE ST. JOHN S, MN US",1954-12,0.29,4,22,28,16
1727,"COLLEGEVILLE ST. JOHN S, MN US",1955-01,0.72,9.6,11.4,19.4,3.4
1728,"COLLEGEVILLE ST. JOHN S, MN US",1955-02,1.01,14.9,11.5,21.7,1.3
1729,"COLLEGEVILLE ST. JOHN S, MN US",1955-03,0.6,8.7,22.2,32.9,11.6
1730,"COLLEGEVILLE ST. JOHN S, MN US",1955-04,1.89,0,51.7,63.6,39.9
1731,"COLLEGEVILLE ST. JOHN S, MN US",1955-05,1.75,0,61.6,73.5,49.6
1732,"COLLEGEVILLE ST. JOHN S, MN US",1955-06,2.83,0,65.9,75.5,56.2
1733,"COLLEGEVILLE ST. JOHN S, MN US",1955-07,6.54,0,74.9,85.1,64.7
1734,"COLLEGEVILLE ST. JOHN S, MN US",1955-08,4.26,0,72.5,81.5,63.5
1735,"COLLEGEVILLE ST. JOHN S, MN US",1955-09,1.99,0,59.2,69.5,48.9
1736,"COLLEGEVILLE ST. JOHN S, MN US",1955-10,2.45,0,49.6,59.7,39.5
1737,"COLLEGEVILLE ST. JOHN S, MN US",1955-11,0.65,4.4,22.6,30.2,15.1
1738,"COLLEGEVILLE ST. JOHN S, MN US",1955-12,1.04,10.8,9.4,17.6,1.2
1739,"COLLEGEVILLE ST. JOHN S, MN US",1956-01,1.32,15.9,10.8,19.3,2.3
1740,"COLLEGEVILLE ST. JOHN S, MN US",1956-02,0.22,5.8,12.1,21.1,3
1741,"COLLEGEVILLE ST. JOHN S, MN US",1956-03,1.6,15.7,23.1,31.4,14.8
1742,"COLLEGEVILLE ST. JOHN S, MN US",1956-04,1.25,2.8,39.3,49.3,29.2
1743,"COLLEGEVILLE ST. JOHN S, MN US",1956-05,2,0,56.4,66.6,46.1
1744,"COLLEGEVILLE ST. JOHN S, MN US",1956-06,3.87,0,69.6,80.1,59.2
1745,"COLLEGEVILLE ST. JOHN S, MN US",1956-07,4.41,0,67.6,76.9,58.4
1746,"COLLEGEVILLE ST. JOHN S, MN US",1956-08,8.22,0,68.6,78.2,59
1747,"COLLEGEVILLE ST. JOHN S, MN US",1956-09,2.04,0,56.5,67.7,45.3
1748,"COLLEGEVILLE ST. JOHN S, MN US",1956-10,0.92,0,54.3,64.9,43.6
1749,"COLLEGEVILLE ST. JOHN S, MN US",1956-11,2.38,11.8,32.3,39.7,24.8
1750,"COLLEGEVILLE ST. JOHN S, MN US",1956-12,0.28,5.7,21.9,30.4,13.4
1751,"COLLEGEVILLE ST. JOHN S, MN US",1957-01,0.46,5.4,6.4,16.1,-3.2
1752,"COLLEGEVILLE ST. JOHN S, MN US",1957-02,1.01,11.8,16.7,25.9,7.5
1753,"COLLEGEVILLE ST. JOHN S, MN US",1957-03,1.3,14.1,26.2,35.7,16.6
1754,"COLLEGEVILLE ST. JOHN S, MN US",1957-04,1.2,9.4,44.1,54.1,34
1755,"COLLEGEVILLE ST. JOHN S, MN US",1957-05,5.29,0,55.2,66.2,44.3
1756,"COLLEGEVILLE ST. JOHN S, MN US",1957-06,8.38,0,64,74.1,54
1757,"COLLEGEVILLE ST. JOHN S, MN US",1957-07,1.67,0,74.3,84.1,64.5
1758,"COLLEGEVILLE ST. JOHN S, MN US",1957-08,7.99,0,68.1,77.2,59
1759,"COLLEGEVILLE ST. JOHN S, MN US",1957-09,5.76,0,58.3,67.2,49.3
1760,"COLLEGEVILLE ST. JOHN S, MN US",1957-10,0.72,0,46.9,54.9,39
1761,"COLLEGEVILLE ST. JOHN S, MN US",1957-11,0.94,5,31.4,37.3,25.6
1762,"COLLEGEVILLE ST. JOHN S, MN US",1957-12,0.48,5.7,23.4,31.2,15.7
1763,"COLLEGEVILLE ST. JOHN S, MN US",1958-01,0.55,7.2,18.8,26.2,11.3
1764,"COLLEGEVILLE ST. JOHN S, MN US",1958-02,0.04,1.5,13.2,22,4.4
1765,"COLLEGEVILLE ST. JOHN S, MN US",1958-03,0.65,6.7,29.5,38.4,20.6
1766,"COLLEGEVILLE ST. JOHN S, MN US",1958-04,2.21,3.3,46.5,57.1,35.8
1767,"COLLEGEVILLE ST. JOHN S, MN US",1958-05,1.73,0,59.9,72.9,46.9
1768,"COLLEGEVILLE ST. JOHN S, MN US",1958-06,1.56,0,60.8,70.5,51
1769,"COLLEGEVILLE ST. JOHN S, MN US",1958-07,2.79,0,68.2,77.8,58.5
1770,"COLLEGEVILLE ST. JOHN S, MN US",1958-08,7.15,0,69.6,80.5,58.6
1771,"COLLEGEVILLE ST. JOHN S, MN US",1958-09,5.98,0,61.2,70.2,52.2
